1	001	123803	 pero a su vez estar pensando en situaciones relacionadas con el juego 
1	002	32718	Depende de cada persona y creo que no es exactamente dejar de pensar en el juego sino más bien dejar de pensar en el juego con la idea de jugar ya que personas rehabilitadas que he tenido el gusto de conocer que llevan más de 30 años sin jugar hay veces que piensan en el juego pero de una manera totalmente distinta a la que pensaban cuando eran jugadores 
1	003	337393	Más importante aún piense en las cosas que a usted le gustaba hacer antes de que el juego se convirtiera en parte de su vida 
1	004	263884	 Piensa en lo mucho que te ha quitado el juego en tu vida piensa la de veces que te has privado de cosas por jugar piensa si realmente merece la pena mentir engañar o estafar para financiar el juego piensa en esto cuando tengas ganas de jugar 
1	005	164040	 Aca tiene una lista por si les sirve de ayuda Pasar mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación Haber tenido muchos intentos infructuosos por jugar menos o dejar de jugar Sentirse inquieto o irritable al tratar de jugar menos o dejar de jugar Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad Apostar mayores cantidades de dinero para intentar recuperar las pérdidas previas Mentir sobre la cantidad de tiempo o dinero gastada en el juego Cometer delitos para conseguir dinero para jugar Perder el trabajo una relación u oportunidades en sus estudios o en su carrera debido al juego Necesidad de pedir dinero prestado para sobrevivir debido a las pérdidas ocasionadas por el juego
1	006	83497	Aunque no se esté jugando todo el día o incluso durante días los pensamientos sobre el juego invaden el cerebro casi de manera constante Cualquier persona no adicta no imagina ni por asombro que llegue a jugarse una cantidad de dinero que puede destinar a otras cosas pero cuando se tontea con el juego puede llegar esa situación y otras situaciones aún más angustiantes que la simple pérdida de dinero 
1	007	83527	Aunque no se esté jugando todo el día o incluso durante días los pensamientos sobre el juego invaden el cerebro casi de manera constante Cualquier persona no adicta no imagina ni por asombro que llegue a jugarse una cantidad de dinero que puede destinar a otras cosas pero cuando se tontea con el juego puede llegar esa situación y otras situaciones aún más angustiantes que la simple pérdida de dinero 
1	008	191337	Yo al menos pienso así si antes te obsesionabas con el juego y ahora te obsesionas con lo que te gastaste al final sigues dándole vueltas a lo mismo y obsesionándote con el juego 
1	009	344327	En el que puso SUSANA solo me encuentro algo identificado en Hay preocupación por el juego pasa mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Intentos repetidos e infructuosos por jugar menos o dejar de jugar Y me explico me preocupo porque se que si no lo corto me puede llevar a un gran problema Lo he dejado 2 veces y luego he vuelto porque me apetecio aunque despues me senti rastrero 
1	010	56223	concuerdo con todos EL TIEMPO es la manera de dejar de pensar en el juego cuando pasa tiempo cada vez menos sientes deseos o necesidad de jugar 
