1	001	207688	Como poder trabajar pensando en que todo el dinero que gane trabajando en los proximos meses sera solo para pagar intereses de deudas de juego y lo que gane en los proximos años sera para pagar el total de las deudas Que triste y que dificil de entender es esto para mi __________________En la vida puedes ir hacia delate con mentiras pero no puedes ir hacia tras
1	002	17021	En fin yo creo que insinual que una vez se ha dejado de jugar y que ya no nos atrae el juego no hay peligro Incluso diciendo que si un día perdido se juega un poco y no se juega hasta quedarse sin un euro eso es que se está curado Pero lógicamente es mi criterio En cuanto a poder confundir yo me imagino aquel que lleva tiempo sin jugar pero aún se pregunta si ya habrá superado la ludopatía y si ya podría jugar un poco sin que eso supusiera volver a la rueda Al ver estos debates no creo que le ayude mucho a convencerse que es de por vida el no jugar Y realmente es que creo que es un debate vacío entre nosotros Alguno de nosotros duda de que estará de por vida sin jugar 
1	003	49965	esto es muy dificil aveces siento que hago avances y otras veces retrocedo de manera fatal creo que lo que sucede es que mi pensamiento esta dañado a raiz de tantos años de juego aun sigo fantaseando con ser multimillonario quizas no precisamente con el juego pero con otras cosas y eso no me ayuda en nada siempre estoy pensando en multiplicar mi dinero de alguna manera pero en fin espero poder termianr con esta pesadilla de una vez por todas algun dia Yo también estoy siempre pensando en como ganar más y como conseguir dinero rápido 
1	004	83004	No quiero dinero para seguir jugando ace cuatro años que no juego ni bebo necesito dinero para comer el juego me dejo en la miseria y llevo mucho tiempo en paro sin levantar cabeza preferí pagar las deudas y me quede sin nada y sin nada sigo como de lo que encuentro en contenedores o me da la carida de la gente lo unico questoi tranquilo porque no le debo masque el alma a Dios El juego arranco to lo que tenia me quede sin familia sin amigos y sin posibles es el peor de los cancer que se puede llegar a tener 
1	005	199971	Normalmente la gente que hemos intentado dejar el juego durante años hemos probado ya esos caminos y fracasado pero eso no quiere decir que tú o apostador no lo podais conseguir claro que podeis hacerlo de eso estoy segurisimo pero esa visa o ese dinero en el bolsillo son un riesgo extra y seguro que eres consciente de ello y nuestra mayor preocupación es intentar evitaros esos terribles fracasos que pueden hacer que nos rindamos algo que pasa mas a menudo de lo que crees y especialmente con la gente que busca ayuda por primera vez Mi tranquilidad siempre vendrá de saber que una persona tenga claro que quiere salir del juego y que pase lo que pase lo seguirá intentando si lo conseguis de esa forma ole ole y ole 
1	006	164040	 Aca tiene una lista por si les sirve de ayuda Pasar mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación Haber tenido muchos intentos infructuosos por jugar menos o dejar de jugar Sentirse inquieto o irritable al tratar de jugar menos o dejar de jugar Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad Apostar mayores cantidades de dinero para intentar recuperar las pérdidas previas Mentir sobre la cantidad de tiempo o dinero gastada en el juego Cometer delitos para conseguir dinero para jugar Perder el trabajo una relación u oportunidades en sus estudios o en su carrera debido al juego Necesidad de pedir dinero prestado para sobrevivir debido a las pérdidas ocasionadas por el juego
1	007	79480	Ahi pienso que radica mi confusion Yo solo te voy a hablar de las supuestas emociones del juego yo creo que realmente el juego de dinero tragaperras ruletitas etc no es mas que un medio equivocado por el que buscamos lo que realmente queremos tener una buena casa un buen coche viajes etc es decir la emoción o el pasarlo bien en el juego es por la posibilidad falsa que nos daria si ganaramos aunque siempre perdemos Reflexinalo a ver si deduces que lo que te gusta es lo que podrias hacer con el dinero juego un ejemplo los que ya hemos perdido mucho decimos jugamos a ver si recupero que buscamos en este caso sería obtener dinero del juego medio equivocado para resolver nuestros atrasos de pagos es decir lo que realmente nos gustaria es resolver nuestras trampas Un saludo JAIME 7 meses y pico sin jugar __________________JAIME
1	008	299488	Cuando nos queremos dar cuenta estamos enganchados y ese enganche suele venir dado porque hemos abusado del juego como forma de evasion como distraccion para no pensar en los problemas que tenemos y que no queremos no sabemos o no podemos solucionar ya sea trabajo pareja economia por lo tanto es logico pensar que antes de ser jugadores no estabamos conformes con nuestras vidas nos parecia unaa mierda y el juego nos evadia de esa realidad y nos llevaba a fantasear con como seria nuestra vida hinchandonos a premios sin problemas economicos y dando solucion a todos nuestros problemas con el dinero ganado pero a esa mierda de vida se le suma que hemos llevado nuestra economia a un pozo que nuestra relacion se ha visto dañada por el juego y que nuestro trabajo puede peligrar 
1	009	241938	simplemente no pensamos o mejor dicho el juego no nos deja pensar todos pensamos en dejarlo definitivamente pero lleva su tiempo al igual pensamos que lo tenemos controlado y que algun dia cambiara la cosa pero seguimos igual todos aqui tenemos el mismo problema dile a tu marido que se junte a nosotros que nos escriba que nos cuenta cosas dile que piense en ayudarse pero no tires la toalla que seguro que nadie mejor que le puede ayudar pero haz que colabore dale un ultimato pero no lo heche fuera de casa como dices aguanta un poco mas animo y ponte fuerte __________________UNO PARA TODOS Y TODOS PARA UNO 
1	010	89602	Hola a todos los lectores y participantes de este foro hoy quiero comentarles que sigo con la firme intencion de alejarme del juego a pesar de lo dificil que me ha sido este es el primer fin de semana despues de mas de 12 años en el que a pesar de tener tiempo libre y algo de dinero en el bolsillo me pude resistir a jugar como ya lo he comentado antes inicie con rutinas de ejercicio aunque cortas por mi mal estado fisico durante estas rutinas no dejo de pensar en el tiempo y recursos perdidos en el juego en especial pienso en el tiempo y me visializo como un idiota frente a las maquinas tragamonedas hablando solo y maldiciendo por horas para despues salir sin dinero en los bolsillos cansado y desanimado de la vida y esos recuerdos son los que mas me convencen de cambiar mis habitos de vida viviendo la vida fuera de los casinos se siente otro ambiente veo chicas lindas visito amigos duermo y descanso bien y lo mas importante mi humor va mejorando y asi mismo mi relacion con la familia para quienes nos leen y no se han decidido por dejar el juego les digo que vale la pena este esfuerzo animo para quienes al igual que yo hace unos dias estan desanimados y sin dinero todo puede cambiar y mejorar pero eso solo pasa si son concientes del daño que produce esta enfermedad
