1	001	164040	 Aca tiene una lista por si les sirve de ayuda Pasar mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación Haber tenido muchos intentos infructuosos por jugar menos o dejar de jugar Sentirse inquieto o irritable al tratar de jugar menos o dejar de jugar Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad Apostar mayores cantidades de dinero para intentar recuperar las pérdidas previas Mentir sobre la cantidad de tiempo o dinero gastada en el juego Cometer delitos para conseguir dinero para jugar Perder el trabajo una relación u oportunidades en sus estudios o en su carrera debido al juego Necesidad de pedir dinero prestado para sobrevivir debido a las pérdidas ocasionadas por el juego
1	002	344327	En el que puso SUSANA solo me encuentro algo identificado en Hay preocupación por el juego pasa mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Intentos repetidos e infructuosos por jugar menos o dejar de jugar Y me explico me preocupo porque se que si no lo corto me puede llevar a un gran problema Lo he dejado 2 veces y luego he vuelto porque me apetecio aunque despues me senti rastrero 
1	003	130231	Él es un enfermo un ser pasivo que padece una dolencia como cualquier otra como la diabetes por ejemplo Que yo sepa nunca nadie que ha transpasado la barrera de jugador patologico a los juegos de apuestas a conseguido volver al estado de jugador social que juega segun su conveniencia parando ante unas perdidas que tenia ya pensadas y marchandose a su casa con el dinero restante como si aqui no hubiera pasado nada 
1	004	266234	Cuando ya no tenia dinero para jugar a la tragaperras me seguia jugando el puesto de trabajo la relacion de trabajo la pareja y demas relaciones personales por jugar con el movil e incluso por hacer sudokus buscaba de cualquier modo eludir el mundo real y en caso de no tener dinero mi mundo de fantasia se encontraba en el menu de juegos del movil o en un libro de pasatiempos crucigramas sudokus dameros cualquier cosa con tal de no enfrentarme a la vida y sus problemas 
1	005	24471	Describes a menudo con prolijidad tus experiencias pasadas de como jugabas y cómo hiciste para dejar de jugar nos cuentas cómo jugaste durante casi toda tu vida y el juego te hacía hacer y pensar en cosas que no entendías por desconocimiento de la adicción hace ya varios años que sabes lo que sucedió y con tu método conseguiste dejar de jugar pero no has logrado dejar de pensar en el juego un solo día de tu vida 
1	006	249324	Tendrás que conseguir que dejen de estar enfadados tus hermanos y esperar a la próxima oportunidad que pidan dinero para decir el sí os queremos pero no podemos seguir financiando el juego y no os ayudamos para que sigáis jugando y os hundáis y nos estaféis venid aquí id allí haced esto y lo otro con nosotros pero hacemos control del dinero y os ponéis en tratamientote si no queréis ahora no pasa nada os seguimos queriendo y esperando a que queráis la ayuda que podemos daros 
1	007	88774	el juego juego es y el que pueda jugar controladamente hace bien en emplear su dinero y su tiempo en lo que mejor le parezca pero el ludopata no puede jugar porque pierde todo control juega convulsivamente y deja otras actividades por el descontrol del juego no hay que demonizar al juego otro tema distinto es la agresividad que emplean los empresarios del juego para atraer clientes de todas folma yo ya era ludopata en tiempo de Franco y entoces el juego estaba prohibido o por lo menos no estaba tan estendido como ahora asi pues no creo que una prohibicion solucionase nada tal vez una mejor regulacion y sobre todo mas medios para los que nos hacemos ludopatas poder seguir tratamientos adecuados__________________ vencer la ludopatia1º aceptacion 2º convencimiento 3ºresolusion y tratamiento
1	008	165649	si cuando juegas es para cubrir las perdidas del dia anterior si cuando entras en un salon de juegos toda tu obsesion es ponerte a jugar sin pensar en las consecuencias si has dejado cosas importantes por hacer para jugar eres ludopata aunque todabia este a tiempo de no desarrollar mas tu enfermedad aunque las consecuencias economicas no sean graves preguntate porque cojes la tarjeta y pones dinero en un juego y no te compras lo que quieras verdad que es curioso
1	009	321843	 estas entrando en una etapa de juego que en mi experiencia es donde la enfermedad empieza a hacerce fuerte porque a pesar de notar que algo no esta bien seguis jugando hasta llegar al descontrol total por ese motivo debes cortar esto lo antes posible Lei que te estas informando lee todo lo que puedas y sigue todas la reglas porque son importantisimas sobre todo lo de que alguien controle el dinero el que hables con tu mujer va a ser lo mejor ella es quien te acompaña en la vida amigo ella es quien te ama Buscale la vuelta lo mas importante es que realmente estes convecido y firme en dejar de jugar Un abrazo mucho mucho animo y te sigo leyendo Daniel Argentina mas de 1 mes y medio sin jugar
1	010	160537	El juego se basa en estímulos por mucho que yo esté segura que no voy a jugar si llevo dinero cualquier estímulo puede cambiar mi destino Porque como jugadores de máquinas nos han pasado experiencias que vemos pensamos que nos van a salvar la vida Ves a otro jugador perdiendo mucho y quieres cazar su pérdida Y si entras otra vez en el juego lo perderás todo porque ya no te paras vas de máquina en máquina y cuando te des cuenta estarás otra vez sacando de tu targeta de crédito mintiendo y haciendote daño a ti y a tu familia 
2	001	344297	La Asociación Americana de Psiquiatría American Psychiatric Association define a la ludopatía como una entidad que consta de cinco o más de los siguientes síntomas Hay preocupación por el juego pasa mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación Intentos repetidos e infructuosos por jugar menos o dejar de jugar Inquietud o irritabilidad cuando itenta jugar menos o dejar de jugar Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad Intentar recuperar las pérdidas apuesta mayores cantidades de dinero para intentar recuperar las pérdidas previas Mentir sobre la cantidad de tiempo o dinero gastada en el juego Cometer crímenes para conseguir dinero para el juego Pérdida del trabajo relaciones importantes u oportunidades en sus estudios o en su carrera debida al juego Necesidad de pedir dinero prestado para sobrevivir debido a las pérdidas ocasionadas por el juego Lo saque de esta página hay otras cosas que pueden interesarte Dirección de esta página http www nlm nih gov medlineplus spanish ency article 0015 20__________________24 hs 
2	002	164040	 Aca tiene una lista por si les sirve de ayuda Pasar mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar Necesidad de apostar cantidades cada vez más grandes de dinero para sentir excitación Haber tenido muchos intentos infructuosos por jugar menos o dejar de jugar Sentirse inquieto o irritable al tratar de jugar menos o dejar de jugar Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad Apostar mayores cantidades de dinero para intentar recuperar las pérdidas previas Mentir sobre la cantidad de tiempo o dinero gastada en el juego Cometer delitos para conseguir dinero para jugar Perder el trabajo una relación u oportunidades en sus estudios o en su carrera debido al juego Necesidad de pedir dinero prestado para sobrevivir debido a las pérdidas ocasionadas por el juego
2	003	193760	Buenas noches mujerde Habla nuevamente con él muéstrale como cada vez va a más la adicción con hechos cantidades hojas de la cartilla del banco si tienes sospecha que le haya podido pedir a alguien dinero averígualo Explícale que hay mucha gente que lo acaba perdiendo todo porque cada vez apostará más y más para recuperar y que esa no es la forma ni de recuperar dinero ni de recuperar la relación y que tarde o temprano no podrás aguantar la situación y que no quieres que ese día llegue todo depende de si acude a una asociación donde le pueden ayudar 
